sku,alchool,alt_image,animal,area,australian_like,awards,blended_grapes,bottleml,box_size,cellar_practice,country_of_manufacture,cost,custom_block,custom_label,filtration,florealnew,fruit,international_awards,is_featured,kind,kind_byo_organic,main_grape,manufacturer,method,mineral,myob_btb,myob_btc_h,oak1,pairing,price,product_name,region,second_fermentation,sparkling_residual_sugar,spontaneous_fermentation1,skin_contact,sku_short,spice,stripe_sub_enabled,sw_featured,tastingnotes,vegetal,vineyard_management,Vntg,wild_ferment,wine_producer
CANGIO15-12,"area=Taburnio Sannio,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Aglianico,manufacturer=Il Cancelliere,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Campania,skin_contact=No,sku_short=CANGIO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Il Cancelliere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANNER15,"area=Taburnio Sannio,bottleml=750,box_size=6,cellar_practice=Barrel aged|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Aglianico,manufacturer=Il Cancelliere,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Campania,skin_contact=No,sku_short=CANTAU,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2015,wine_producer=Il Cancelliere",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOVMIL16,"alt_image=/g/r/greybottle.png,area=Vulture,blended_grapes=Moscato,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Fiano,manufacturer=Donna Vitina,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Basilicata,skin_contact=No,sku_short=DOVMIL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Donna Vitina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIGRICOS17,"area=Vulture,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Aglianico,manufacturer=Grifalco,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Basilicata,skin_contact=No,sku_short=GRIGRICOS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Grifalco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRIFAL16,"area=Vulture,bottleml=750,box_size=12,cellar_practice=Barrel aged|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Aglianico,manufacturer=Grifalco,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Basilicata,skin_contact=No,sku_short=GRIFAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,vineyard_management=Organic,Vntg=2016,wine_producer=Grifalco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARELO15,"area=Copertino Salento,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Negroamaro,manufacturer=Garofano,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Puglia,skin_contact=No,sku_short=GARELO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Sustainable,Vntg=2015,wine_producer=Garofano",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLAPRI19,"alt_image=/p/l/plapri19_plantamura_primitivo.jpg,area=Gioia del Colle Bari,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Primitivo,manufacturer=Plantamura,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Puglia,skin_contact=No,sku_short=PLAPRI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Plantamura",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAVNER17,"alt_image=/g/u/gurrieri_eloro_pachino.jpg,area=Pachino,bottleml=750,box_size=12,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Nero D'Avola,manufacturer=Gurrieri La Favola,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sicilia,skin_contact=No,sku_short=FAVNER,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Gurrieri La Favola",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOISAM16,"area=Jerzu,bottleml=750,box_size=12,cellar_practice=Barrel aged|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Alberto Loi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=LOISAM,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Alberto Loi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOIALB12,"area=Jerzu,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Alberto Loi,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=LOIALB,spontaneous_fermentation1=No,stripe_sub_enabled=No,vineyard_management=Sustainable,Vntg=2012,wine_producer=Alberto Loi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APSAMA18,"alt_image=/a/g/agricola_punica_samas_apasama19_1.png,area=Sulcis,blended_grapes=Chardonnay,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APSAMA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APSAMA19,"area=Sulcis,blended_grapes=Chardonnay,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APSAMA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
APMONT18,"area=Sulcis,blended_grapes=Merlot|Shiraz,bottleml=750,box_size=12,cellar_practice=Barrel aged|Conventional|Minimum S02|Unfiltered,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Agricola Punica,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=APMONT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Agricola Punica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDPREV19,"area=Parteolla,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Vermentino,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDPREV,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDARE17,"area=Parteolla,bottleml=750,box_size=12,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Monica,manufacturer=Cantine di Dolianova,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=CDARE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Cantine di Dolianova",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMMOD17,"alt_image=/g/i/giovanni_montisci_modestu_gmmod17.jpg,area=Mamoiada,bottleml=750,box_size=6,cellar_practice=Barrel aged|Minimum S02|Skin contact|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Moscato,manufacturer=Giovanni Montisci,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=GMMOD,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2017,wine_producer=Giovanni Montisci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMBRUT18,"alt_image=/s/e/sella_e_mosca_brut_di_torbato_smbrut.png,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,second_fermentation=Tank (Metodo Martinotti),skin_contact=No,sku_short=SMBRUT,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2018,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTBIA17,"alt_image=/s/e/sella_e_mosca_terre_bianche_smtbia17.png,area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTBIA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTBIA19,"area=Alghero,bottleml=750,box_size=6,cellar_practice=Conventional|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Torbato,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTBIA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2019,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTANC15,"alt_image=/s/e/sella_e_mosca_tanca_farra_smtanc15_1.png,area=Alghero,blended_grapes=Cabernet Sauvignon,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTANC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTANC16,"alt_image=/s/e/sella_e_mosca_tanca_farra_smtanc16.png,area=Alghero,blended_grapes=Cabernet Sauvignon,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTANC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMTERA16,"alt_image=/s/e/sella_e_mosca_terre_rare_smtera16.png,area=Sulcis,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Carignano,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMTERA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2016,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMMUS17,"alt_image=/s/m/smmust17_sella_mosca_mustazzo.jpeg,area=Mamoiada,bottleml=750,box_size=6,cellar_practice=Barrel aged|Conventional|Unfiltered|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Cannonau,manufacturer=Sella & Mosca,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=SMMUS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2017,wine_producer=Sella & Mosca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBLUP19,"alt_image=/t/e/tenute_olbios_lupus_olblup19.jpg,area=Gallura,bottleml=750,box_size=6,cellar_practice=Conventional|Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Vermentino,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=OLBLUP,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBVERI07,"alt_image=/t/e/tenute_olbios_in_vino_veritas_olbveri07.jpg,area=Gallura,bottleml=750,box_size=6,cellar_practice=Conventional|Minimum S02|Unwooded,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Vermentino,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=OLBVERI,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2007,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLBNES13,"alt_image=/t/e/tenute_olbios_nessuno_olbnes13.png,area=Gallura,blended_grapes=Bovale,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Cannonau,manufacturer=Tenute Olbios,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=OLBNES,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Tenute Olbios",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADNEB19,"bottleml=750,box_size=12,cellar_practice=Conventional,filtration=Yes,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Cave De Donnas,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Valle D'Aosta,skin_contact=No,sku_short=CADNEB,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Sustainable,Vntg=2019,wine_producer=Caves De Donnas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAVAL19,"alt_image=/a/d/adalia_valpoliccella_laute_adaval19.png,blended_grapes=Corvina|Molinara|Rondinella,bottleml=750,box_size=12,cellar_practice=Minimum S02|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Biodynamic Wine,main_grape=Corvina Grossa,manufacturer=Adalia,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Veneto,skin_contact=No,sku_short=ADAVAL,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=Yes,vineyard_management=Biodynamic,Vntg=2019,wine_producer=Adalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VINFUO16,"alt_image=/r/u/rudi_vindimian_fuori_satandard_vinfuo16.jpg,area=Vallagarina,bottleml=750,box_size=12,cellar_practice=Minimum S02|Skin contact|Unfiltered|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Muller Thurgau,manufacturer=Rudi Vindimian,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Trentino,skin_contact=No,sku_short=VINFUO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2016,wine_producer=Rudi Vindimian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GMROS20,"area=Mamoiada,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Cannonau,manufacturer=Giovanni Montisci,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Sardegna,skin_contact=No,sku_short=GMROS,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Giovanni Montisci",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBBCF15,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Anna Maria Abbona,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=ABBBC,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Anna Maria Abbona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBBSP14,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Anna Maria Abbona,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=ABBBSP,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2014,wine_producer=Anna Maria Abbona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABBBSP15,"bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Conventional|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,main_grape=Nebbiolo,manufacturer=Anna Maria Abbona,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Piemonte,skin_contact=No,sku_short=ABBBSP,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Sustainable,Vntg=2015,wine_producer=Anna Maria Abbona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSGUA09,"alt_image=/r/c/rcsgua09_ricci_curbastro_gualberto.jpeg,area=Franciacorta,blended_grapes=Chardonnay,bottleml=750,box_size=6,cellar_practice=Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Pinot Nero,manufacturer=Ricci Curbastro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,second_fermentation=Bottle (Metodo Classico)|60 months on lees,skin_contact=No,sku_short=RCSGUA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2009,wine_producer=Ricci Curbastro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSCUR20,"alt_image=/r/c/rcscur20_ricci_curbastro_curtefranca_3.jpg,area=Franciacorta,blended_grapes=Pinot Bianco,bottleml=750,box_size=12,cellar_practice=Minimum S02|Unwooded|Wild ferment,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Chardonnay,manufacturer=Ricci Curbastro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=RCSCUR,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2020,wine_producer=Ricci Curbastro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSPN13,"alt_image=/r/i/ricci_curbastro_sebino_rcpin13.jpg,area=Franciacorta,bottleml=750,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02|Unfiltered|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Pinot Nero,manufacturer=Ricci Curbastro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=RCSPN,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2013,wine_producer=Ricci Curbastro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCSBRO12,"alt_image=/r/i/ricci_curbastro_brolo_dei_passoni_rcsbro12.jpeg,area=Franciacorta,bottleml=500,box_size=6,cellar_practice=Barrel aged|Barrel fermented|Minimum S02,filtration=Yes,fruit=5,kind_byo_organic=Organic Wine,main_grape=Chardonnay,manufacturer=Ricci Curbastro,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Lombardia ,skin_contact=No,sku_short=RCSBRO,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2012,wine_producer=Ricci Curbastro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAEROSA19,"alt_image=/l/u/luciano_saetti_il_cadetto_saerosa19.png,area=Modena,bottleml=750,box_size=12,cellar_practice=No added S02|Unwooded|Wild ferment,filtration=No,fruit=5,kind_byo_organic=Organic Wine,main_grape=Salamino,manufacturer=Luciano Saetti,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,pairing=Poultry,region=Emilia-Romagna,second_fermentation=Bottle (Metodo Classico),skin_contact=No,sku_short=SAEROSA,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,vineyard_management=Organic,Vntg=2019,wine_producer=Luciano Saetti",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALNOI,"alchool=21,alt_image=/w/a/walcher_noisetto_walnoi.png,bottleml=700,box_size=6,manufacturer=Walcher,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Alto Adige,sku_short=WALNOI,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALFIE,"alchool=30,alt_image=/w/a/walcher_fieno_walfie.png,bottleml=500,box_size=6,filtration=No,fruit=5,kind_byo_organic=Conventional Wine,manufacturer=Walcher,mayob_btb=43340,mineral=1,myob_btc_h=43350,oak1=No,organic=Yes,pairing=Poultry,region=Alto Adige,skin_contact=No,sku_short=WALFIE,spontaneous_fermentation1=No,stripe_sub_enabled=No,sw_featured=No,wine_producer=Walcher",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WALLIM,"alchool=25,alt_image=/w/a/walcher_limoncello_wallim.png,bottleml=700,box_size=6,manufacturer=Walcher,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Alto Adige,sku_short=WALLIM,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DILMIR-6,"bottleml=500,box_size=6,manufacturer=Distillerie Lussurgesi,mayob_btb=44040,myob_btc_h=44050,organic=No,region=Sardegna,sku_short=DILMIR,stripe_sub_enabled=No,sw_featured=No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
